Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
114;9992;Pop Mart International Group Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG7170M1033;ESVUFR;100,00;0,05;HKD;12.10.2022 0:00:00;;Pop Mart International Group Limited;НЕТ;Эмитенты с листингом в HKEX
115;9995;RemeGen Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000048G6;ESVUFR;10,00;0,05;HKD;08.02.2023 0:00:00;;RemeGen Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
116;9999;NetEase, Inc.;Акции;Акции иностранного эмитента обыкновенные;;KYG6427A1022;ESVUFR;10,00;0,1;HKD;12.10.2022 0:00:00;;NetEase, Inc.;НЕТ;Эмитенты с листингом в HKEX
117;A;Agilent Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00846U1016;ESVUFN;1,00;0,01;USD;23.11.2016 0:00:00;;Agilent Technologies, Inc.;НЕТ;Эмитенты с листингом в США
118;AA;Alcoa Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0138721065;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Alcoa Corporation;НЕТ;Эмитенты с листингом в США
119;AAL;American Airlines Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02376R1023;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00;;American Airlines Group Inc.;НЕТ;Эмитенты с листингом в США
120;AAN;The Aaron’s Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00258W1080;ESVUFR;1,00;0,01;USD;10.12.2020 0:00:00;;The Aaron’s Company, Inc.;НЕТ;Эмитенты с листингом в США
121;AAON;AAON, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0003602069;ESVUFR;1,00;0,01;USD;13.10.2020 0:00:00;;AAON, Inc.;НЕТ;Эмитенты с листингом в США
122;AAP;Advance Auto Parts, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00751Y1064;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Advance Auto Parts, Inc.;НЕТ;Эмитенты с листингом в США
123;AAPL;Apple Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0378331005;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;Apple Inc.;НЕТ;Эмитенты с листингом в США
124;AAXJ;iShares Trust;Акции;Акции иностранного биржевого инвестиционного фонда iShares MSCI All Country Asia ex Japan ETF;;US4642881829;CEOJLS;1,00;0,01;USD;23.01.2023 0:00:00;True;iShares Trust;ДА;Эмитенты с листингом в США
125;ABBV;AbbVie Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00287Y1091;ESVXFR;1,00;0,01;USD;28.11.2014 0:00:00;;AbbVie Inc.;НЕТ;Эмитенты с листингом в США
126;ABC;AmerisourceBergen Corporation;Акции;Акции иностранного эмитента обыкновенные;;US03073E1055;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;AmerisourceBergen Corporation;НЕТ;Эмитенты с листингом в США
127;ABCB;Ameris Bancorp;Акции;Акции иностранного эмитента обыкновенные;;US03076K1088;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Ameris Bancorp;НЕТ;Эмитенты с листингом в США
128;ABCL;AbCellera Biologics Inc.;Акции;Акции иностранного эмитента обыкновенные;;CA00288U1066;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;AbCellera Biologics Inc.;НЕТ;Эмитенты с листингом в США
129;ABG;Asbury Automotive Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0434361046;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Asbury Automotive Group, Inc.;НЕТ;Эмитенты с листингом в США
130;ABM;ABM Industries Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US0009571003;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;ABM Industries Incorporated;НЕТ;Эмитенты с листингом в США
131;ABNB;Airbnb, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0090661010;ESVUFR;1,00;0,01;USD;10.12.2020 0:00:00;;Airbnb, Inc.;НЕТ;Эмитенты с листингом в США
132;ABR;Arbor Realty Trust, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0389231087;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Arbor Realty Trust, Inc.;НЕТ;Эмитенты с листингом в США
133;ABT;Abbott Laboratories;Акции;Акции иностранного эмитента обыкновенные;;US0028241000;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Abbott Laboratories;НЕТ;Эмитенты с листингом в США
134;ACAD;ACADIA Pharmaceuticals Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0042251084;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;ACADIA Pharmaceuticals Inc.;НЕТ;Эмитенты с листингом в США
135;ACGL;Arch Capital Group Ltd.;Акции;Акции иностранного эмитента обыкновенные;;BMG0450A1053;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;Arch Capital Group Ltd.;НЕТ;Эмитенты с листингом в США
136;ACI;Albertsons Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US0130911037;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;Albertsons Companies, Inc.;НЕТ;Эмитенты с листингом в США
137;ACIW;ACI Worldwide, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0044981019;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;ACI Worldwide, Inc.;НЕТ;Эмитенты с листингом в США
138;ACLS;Axcelis Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0545402085;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;Axcelis Technologies, Inc.;НЕТ;Эмитенты с листингом в США
139;ACM;AECOM;Акции;Акции иностранного эмитента обыкновенные;;US00766T1007;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;AECOM;НЕТ;Эмитенты с листингом в США
140;ACMR;ACM Research, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US00108J1097;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;ACM Research, Inc.;НЕТ;Эмитенты с листингом в США
141;ACN;Accenture plc;Акции;Акции иностранного эмитента обыкновенные класса A;;IE00B4BNMY34;ESVUFR;1,00;0,01;USD;06.10.2016 0:00:00;;Accenture plc;НЕТ;Эмитенты с листингом в США
142;ACWI;iShares Trust;Акции;Акции иностранного биржевого инвестиционного фонда iShares MSCI ACWI ETF;;US4642882579;CEOJLS;1,00;0,01;USD;23.01.2023 0:00:00;True;iShares Trust;ДА;Эмитенты с листингом в США
143;ACWX;iShares Trust;Акции;Акции иностранного биржевого инвестиционного фонда iShares MSCI ACWI ex U.S. ETF;;US4642882405;CEOJLS;1,00;0,01;USD;23.01.2023 0:00:00;True;iShares Trust;ДА;Эмитенты с листингом в США
144;ADBE;Adobe Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00724F1012;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Adobe Inc.;НЕТ;Эмитенты с листингом в США
145;ADI;Analog Devices, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0326541051;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Analog Devices, Inc.;НЕТ;Эмитенты с листингом в США
146;ADM;Archer-Daniels-Midland Company;Акции;Акции иностранного эмитента обыкновенные;;US0394831020;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Archer-Daniels-Midland Company;НЕТ;Эмитенты с листингом в США
147;ADP;Automatic Data Processing, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0530151036;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Automatic Data Processing, Inc.;НЕТ;Эмитенты с листингом в США
148;ADPT;Adaptive Biotechnologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US00650F1093;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Adaptive Biotechnologies Corporation;НЕТ;Эмитенты с листингом в США
149;ADS@DE;adidas AG;Акции;Акции иностранного эмитента обыкновенные;;DE000A1EWWW0;ESVUFR;1,00;0,01;EUR;29.09.2020 0:00:00;;adidas AG;НЕТ;Эмитенты с листингом в ФРГ
150;ADSK;Autodesk, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0527691069;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Autodesk, Inc.;НЕТ;Эмитенты с листингом в США
151;ADUS;Addus HomeCare Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0067391062;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Addus HomeCare Corporation;НЕТ;Эмитенты с листингом в США
152;AEE;Ameren Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0236081024;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;Ameren Corporation;НЕТ;Эмитенты с листингом в США
153;AEIS;Advanced Energy Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0079731008;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Advanced Energy Industries, Inc.;НЕТ;Эмитенты с листингом в США
154;AEM;Agnico Eagle Mines Limited;Акции;Акции иностранного эмитента обыкновенные;;CA0084741085;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;Agnico Eagle Mines Limited;НЕТ;Эмитенты с листингом в США
155;AEO;American Eagle Outfitters, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US02553E1064;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;American Eagle Outfitters, Inc.;НЕТ;Эмитенты с листингом в США
156;AEP;American Electric Power Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0255371017;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;American Electric Power Company, Inc.;НЕТ;Эмитенты с листингом в США
157;AER;AerCap Holdings N.V.;Акции;Акции иностранного эмитента обыкновенные;;NL0000687663;ESVUFN;1,00;0,01;USD;28.01.2022 0:00:00;;AerCap Holdings N.V.;НЕТ;Эмитенты с листингом в США
158;AES;The AES Corporation;Акции;Акции иностранного эмитента обыкновенные;;US00130H1059;ESVUFR;1,00;0,01;USD;23.11.2016 0:00:00;;The AES Corporation;НЕТ;Эмитенты с листингом в США
159;AFG;American Financial Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0259321042;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;American Financial Group, Inc.;НЕТ;Эмитенты с листингом в США
160;AFL;Aflac Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US0010551028;ESEUFR;1,00;0,01;USD;23.11.2016 0:00:00;;Aflac Incorporated;НЕТ;Эмитенты с листингом в США
161;AFMD;Affimed N.V.;Акции;Акции иностранного эмитента обыкновенные;;NL0010872420;ESVUFN;1,00;0,01;USD;01.06.2021 0:00:00;;Affimed N.V.;НЕТ;Эмитенты с листингом в США
162;AFRM;Affirm Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US00827B1061;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;Affirm Holdings, Inc.;НЕТ;Эмитенты с листингом в США
163;AFX@DE;Carl Zeiss Meditec AG;Акции;Акции иностранного эмитента обыкновенные;;DE0005313704;ESVUFB;1,00;0,01;EUR;21.08.2020 0:00:00;;Carl Zeiss Meditec AG;НЕТ;Эмитенты с листингом в ФРГ
164;AG;First Majestic Silver Corp.;Акции;Акции иностранного эмитента обыкновенные;;CA32076V1031;ESVUFR;1,00;0,01;USD;28.06.2022 0:00:00;;First Majestic Silver Corp.;НЕТ;Эмитенты с листингом в США
165;AGCO;AGCO Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0010841023;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;AGCO Corporation;НЕТ;Эмитенты с листингом в США
